team,team_code,shirt_number,position,player_text,name_on_shirt,dob,club,height_cm,caps,goals,player_key,shirt_key
Jordan,JOR,7,FW,MOHAMMAD ABUZRAIQ Mohammad Faisal Yousef ABU ZRAIQ ABU ZRAIQ,ABU ZRAIQ ABU ZRAIQ,1997-12-30,Raja Casablanca (MAR),170,40,5,mohammad abuzraiq mohammad faisal yousef abu zraiq abu zraiq,abu zraiq abu zraiq
Jordan,JOR,8,MF,NOOR ALRAWABDEH Noor Al-Deen Mahmoud Ali AL RAWABDEH ALRAWABDEH,AL RAWABDEH ALRAWABDEH,1997-02-24,Selangor FC (MAS),182,68,3,noor alrawabdeh noor al deen mahmoud ali al rawabdeh alrawabdeh,al rawabdeh alrawabdeh
Jordan,JOR,9,FW,ALI OLWAN Ali Iyad Ali OLWAN OLWAN,OLWAN OLWAN,2000-03-26,Al Sailiya SC (QAT),182,66,29,ali olwan ali iyad ali olwan olwan,olwan olwan
Jordan,JOR,10,FW,MOUSA ALTAMARI Mousa Mohammad Mousa SULEIMAN ALTAMARI,SULEIMAN ALTAMARI,1997-06-10,Stade Rennais FC (FRA),176,92,24,mousa altamari mousa mohammad mousa suleiman altamari,suleiman altamari
Jordan,JOR,11,FW,ODEH FAKHOURY Odeh Burhan Shehadeh FAKHOURY ODEH,FAKHOURY ODEH,2005-11-22,Pyramids FC (EGY),180,10,1,odeh fakhoury odeh burhan shehadeh fakhoury odeh,fakhoury odeh
Jordan,JOR,12,GK,NOUR BANIATEYAH Noureddin Zaid Khaleel BANI ATEYAH BANI ATEYAH,BANI ATEYAH BANI ATEYAH,1993-01-25,Al Faisaly SC (JOR),179,5,0,nour baniateyah noureddin zaid khaleel bani ateyah bani ateyah,bani ateyah bani ateyah
Jordan,JOR,13,FW,MAHMOUD ALMARDI Mahmoud Nayef Ahmad ALMARDI ALMARDI,ALMARDI ALMARDI,1993-10-06,Al Hussein SC (JOR),173,87,8,mahmoud almardi mahmoud nayef ahmad almardi almardi,almardi almardi
Jordan,JOR,14,MF,RAJAEI AYED Raja'ei Ayed Fadel HASAN RAJA'EI,HASAN RAJA'EI,1993-07-25,Al Hussein SC (JOR),175,73,0,rajaei ayed raja ei ayed fadel hasan raja ei,hasan raja ei
Jordan,JOR,15,MF,IBRAHIM SADEH Ibrahim Mohammad Sami SA'DEH SA'DEH,SA'DEH SA'DEH,2000-04-27,Al Karma SC (IRQ),175,57,3,ibrahim sadeh ibrahim mohammad sami sa deh sa deh,sa deh sa deh
Jordan,JOR,16,DF,MOHAMMAD ABUALNADI Mohammad Majed Jamil ABUALNADI ABU ALNADI,ABUALNADI ABU ALNADI,2001-02-08,Selangor FC (MAS),185,18,0,mohammad abualnadi mohammad majed jamil abualnadi abu alnadi,abualnadi abu alnadi
Jordan,JOR,17,DF,SALEEM OBAID Saleem Amer Saleem OBAID SALEEM,OBAID SALEEM,1992-01-17,Al Hussein SC (JOR),187,12,0,saleem obaid saleem amer saleem obaid saleem,obaid saleem
Jordan,JOR,18,MF,MOHAMMAD ABUGHOUSH Mohammad Ahmed Mohammad TAHA ABU GHOUSH,TAHA ABU GHOUSH,2005-07-13,Al Hussein SC (JOR),182,0,0,mohammad abughoush mohammad ahmed mohammad taha abu ghoush,taha abu ghoush
Jordan,JOR,19,DF,SAED ALROSAN Sa'ed Ahmad Salameh ALROSAN SA'ED,ALROSAN SA'ED,1997-02-01,Al Hussein SC (JOR),186,21,2,saed alrosan sa ed ahmad salameh alrosan sa ed,alrosan sa ed
Jordan,JOR,20,MF,MOHANNAD ABUTAHA Mohannad Mahmoud Saleh ABU TAHA ABU TAHA,ABU TAHA ABU TAHA,2003-02-02,Al-Quwa Al-Jawiya (IRQ),173,30,1,mohannad abutaha mohannad mahmoud saleh abu taha abu taha,abu taha abu taha
Jordan,JOR,21,MF,NIZAR ALRASHDAN Nizar Mahmoud Ahmed AL-RASHDAN NIZAR,AL-RASHDAN NIZAR,1999-03-23,Qatar SC (QAT),183,47,4,nizar alrashdan nizar mahmoud ahmed al rashdan nizar,al rashdan nizar
Jordan,JOR,22,GK,ABDALLAH ALFAKHORI Abdallah Ra'ed Mahmoud ALFAKHORI ALFAKHORI,ALFAKHORI ALFAKHORI,2000-01-22,Al Wahdat SC (JOR),190,16,0,abdallah alfakhori abdallah ra ed mahmoud alfakhori alfakhori,alfakhori alfakhori
Jordan,JOR,23,DF,EHSAN HADDAD Ehsan Manel Farhan HADDAD EHSAN,HADDAD EHSAN,1994-02-05,Al Hussein SC (JOR),174,90,2,ehsan haddad ehsan manel farhan haddad ehsan,haddad ehsan
Jordan,JOR,24,FW,ALI AZAIZEH Ali Ahmad Ali AZAIZEH AZAIZEH,AZAIZEH AZAIZEH,2004-04-13,Al Shabab FC (KSA),178,4,0,ali azaizeh ali ahmad ali azaizeh azaizeh,azaizeh azaizeh
Jordan,JOR,25,MF,MOHAMMAD ALDAOUD Mohammad Ratib Mohammad ALDAOUD ALDAOUD,ALDAOUD ALDAOUD,1992-04-12,Al Wahdat SC (JOR),185,13,1,mohammad aldaoud mohammad ratib mohammad aldaoud aldaoud,aldaoud aldaoud
Jordan,JOR,26,DF,ANAS BADAWI Anas Said Ghazi BADAWI BADAWI,BADAWI BADAWI,1997-09-13,Al Faisaly SC (JOR),174,1,0,anas badawi anas said ghazi badawi badawi,badawi badawi
Korea Republic,KOR,1,GK,KIM Seunggyu Seunggyu KIM SEUNGGYU,KIM SEUNGGYU,1990-09-30,FC Tokyo (JPN),187,86,0,kim seunggyu seunggyu kim seunggyu,kim seunggyu
Korea Republic,KOR,2,DF,LEE Hanbeom Hanbeom LEE HANBEOM,LEE HANBEOM,2002-06-17,FC Midtjylland (DEN),188,8,0,lee hanbeom hanbeom lee hanbeom,lee hanbeom
Korea Republic,KOR,3,MF,LEE Gihyuk Gihyuk LEE GIHYUK,LEE GIHYUK,2000-07-07,Gangwon FC (KOR),184,3,0,lee gihyuk gihyuk lee gihyuk,lee gihyuk
Korea Republic,KOR,4,DF,KIM Minjae Minjae KIM MINJAE,KIM MINJAE,1996-11-15,FC Bayern München (GER),190,79,4,kim minjae minjae kim minjae,kim minjae
Korea Republic,KOR,5,DF,KIM Taehyeon Taehyeon KIM TAEHYEON,KIM TAEHYEON,2000-09-17,Kashima Antlers (JPN),186,7,0,kim taehyeon taehyeon kim taehyeon,kim taehyeon
Korea Republic,KOR,6,MF,HWANG Inbeom Inbeom HWANG INBEOM,HWANG INBEOM,1996-09-20,Feyenoord Rotterdam (NED),177,73,6,hwang inbeom inbeom hwang inbeom,hwang inbeom
Korea Republic,KOR,7,FW,SON Heungmin Heung Min SON HEUNGMIN,SON HEUNGMIN,1992-07-08,LAFC (USA),183,144,56,son heungmin heung min son heungmin,son heungmin
Korea Republic,KOR,8,MF,PAIK Seungho Seungho PAIK SEUNGHO,PAIK SEUNGHO,1997-03-17,Birmingham City FC (ENG),182,27,3,paik seungho seungho paik seungho,paik seungho
Korea Republic,KOR,9,FW,CHO Guesung Guesung CHO GUESUNG,CHO GUESUNG,1998-01-25,FC Midtjylland (DEN),188,44,12,cho guesung guesung cho guesung,cho guesung
Korea Republic,KOR,10,MF,LEE Jaesung Jae Sung LEE JAESUNG,LEE JAESUNG,1992-08-10,1. FSV Mainz 05 (GER),180,105,15,lee jaesung jae sung lee jaesung,lee jaesung
Korea Republic,KOR,11,MF,HWANG Heechan Hee Chan HWANG HEECHAN,HWANG HEECHAN,1996-01-26,Wolverhampton Wanderers FC (ENG),177,79,17,hwang heechan hee chan hwang heechan,hwang heechan
Korea Republic,KOR,12,GK,SONG Bumkeun Bumkeun SONG BUMKEUN,SONG BUMKEUN,1997-10-15,Jeonbuk Hyundai Motors FC (KOR),196,3,0,song bumkeun bumkeun song bumkeun,song bumkeun
Korea Republic,KOR,13,DF,LEE Taeseok Taeseok LEE TAESEOK,LEE TAESEOK,2002-07-28,FK Austria Wien (AUT),174,15,1,lee taeseok taeseok lee taeseok,lee taeseok
Korea Republic,KOR,14,DF,CHO Wije Wije CHO WIJE,CHO WIJE,2001-08-25,Jeonbuk Hyundai Motors FC (KOR),190,1,0,cho wije wije cho wije,cho wije
Korea Republic,KOR,15,DF,KIM Moonhwan Moonhwan KIM MOONHWAN,KIM MOONHWAN,1995-08-01,Daejeon Hana Citizen FC (KOR),173,36,0,kim moonhwan moonhwan kim moonhwan,kim moonhwan
Korea Republic,KOR,16,DF,PARK Jinseob Jinseob PARK JINSEOB,PARK JINSEOB,1995-10-23,Zhejiang FC (CHN),183,14,1,park jinseob jinseob park jinseob,park jinseob
Korea Republic,KOR,17,MF,BAE Junho Junho BAE JUNHO,BAE JUNHO,2003-08-21,Stoke City FC (ENG),180,13,2,bae junho junho bae junho,bae junho
Korea Republic,KOR,18,FW,OH Hyeongyu Hyeongyu OH HYEONGYU,OH HYEONGYU,2001-04-12,Beşiktaş JK (TUR),183,27,6,oh hyeongyu hyeongyu oh hyeongyu,oh hyeongyu
Korea Republic,KOR,19,MF,LEE Kangin Kangin LEE KANGIN,LEE KANGIN,2001-02-19,Paris Saint-Germain (FRA),174,47,10,lee kangin kangin lee kangin,lee kangin
Korea Republic,KOR,20,MF,YANG Hyunjun Hyunjun YANG HYUNJUN,YANG HYUNJUN,2002-05-25,Celtic FC (SCO),179,9,0,yang hyunjun hyunjun yang hyunjun,yang hyunjun
Korea Republic,KOR,21,GK,JO Hyeonwoo Hyeonwoo JO HYEONWOO,JO HYEONWOO,1991-09-25,Ulsan HD (KOR),189,48,0,jo hyeonwoo hyeonwoo jo hyeonwoo,jo hyeonwoo
Korea Republic,KOR,22,DF,SEOL Youngwoo Youngwoo SEOL YOUNGWOO,SEOL YOUNGWOO,1998-12-05,FK Crvena Zvezda (SRB),180,34,0,seol youngwoo youngwoo seol youngwoo,seol youngwoo
Korea Republic,KOR,23,DF,CASTROP Jens Jens CASTROP JENS,CASTROP JENS,2003-07-29,Borussia Mönchengladbach (GER),178,7,0,castrop jens jens castrop jens,castrop jens
Korea Republic,KOR,24,MF,KIM Jingyu Jingyu KIM JINGYU,KIM JINGYU,1997-02-24,Jeonbuk Hyundai Motors FC (KOR),177,22,3,kim jingyu jingyu kim jingyu,kim jingyu
Korea Republic,KOR,25,MF,EOM Jisung Jisung EOM JISUNG,EOM JISUNG,2002-05-09,Swansea City AFC (WAL),177,9,2,eom jisung jisung eom jisung,eom jisung
Korea Republic,KOR,26,MF,LEE Donggyeong Donggyeong LEE DONGGYEONG,LEE DONGGYEONG,1997-09-20,Ulsan HD (KOR),175,18,4,lee donggyeong donggyeong lee donggyeong,lee donggyeong
Mexico,MEX,1,GK,RANGEL Raul José Raúl RANGEL AGUILAR R. RANGEL,R. RANGEL,2000-02-25,CD Guadalajara (MEX),190,14,0,rangel raul jos ra l rangel aguilar r rangel,r rangel
Mexico,MEX,2,DF,SANCHEZ Jorge Jorge Eduardo SÁNCHEZ RAMOS J. SÁNCHEZ,J. SÁNCHEZ,1997-12-10,PAOK Saloniki (GRE),176,59,3,sanchez jorge jorge eduardo s nchez ramos j s nchez,j s nchez
Mexico,MEX,3,DF,MONTES Cesar César Jasib MONTES CASTRO C. MONTES,C. MONTES,1997-02-24,FC Lokomotiv Moscow (RUS),191,68,4,montes cesar c sar jasib montes castro c montes,c montes
Mexico,MEX,4,DF,ALVAREZ Edson Edson Omar ÁLVAREZ VELÁZQUEZ E. ÁLVAREZ,E. ÁLVAREZ,1997-10-24,Fenerbahçe SK (TUR),180,99,7,alvarez edson edson omar lvarez vel zquez e lvarez,e lvarez
Mexico,MEX,5,DF,VASQUEZ Johan Johan Felipe VÁSQUEZ IBARRA J. VÁSQUEZ,J. VÁSQUEZ,1998-10-22,Genoa CFC (ITA),182,46,3,vasquez johan johan felipe v squez ibarra j v squez,j v squez
Mexico,MEX,6,MF,LIRA Erik Erik Antonio LIRA MÉNDEZ E. LIRA,E. LIRA,2000-05-08,CF Cruz Azul (MEX),172,25,0,lira erik erik antonio lira m ndez e lira,e lira
Mexico,MEX,7,MF,ROMO Luis Luis Francisco ROMO BARRÓN L. ROMO,L. ROMO,1995-06-05,CD Guadalajara (MEX),183,62,4,romo luis luis francisco romo barr n l romo,l romo
Mexico,MEX,8,MF,FIDALGO Alvaro Álvaro FIDALGO FERNÁNDEZ FIDALGO,FIDALGO FERNÁNDEZ FIDALGO,1997-04-09,Real Betis (ESP),175,4,0,fidalgo alvaro lvaro fidalgo fern ndez fidalgo,fidalgo fern ndez fidalgo
Mexico,MEX,9,FW,JIMENEZ Raul Raúl Alonso JIMÉNEZ RODRÍGUEZ RAÚL,JIMÉNEZ RODRÍGUEZ RAÚL,1991-05-05,Fulham FC (ENG),188,126,45,jimenez raul ra l alonso jim nez rodr guez ra l,jim nez rodr guez ra l
Mexico,MEX,10,FW,VEGA Alexis Ernesto Alexis VEGA ROJAS A. VEGA,A. VEGA,1997-11-25,Deportivo Toluca FC (MEX),175,52,7,vega alexis ernesto alexis vega rojas a vega,a vega
Mexico,MEX,11,FW,GIMENEZ Santiago Santiago Tomás GIMENEZ S. GIMENEZ,S. GIMENEZ,2001-04-18,AC Milan (ITA),180,47,6,gimenez santiago santiago tom s gimenez s gimenez,s gimenez
Mexico,MEX,12,GK,ACEVEDO Carlos Carlos ACEVEDO LÓPEZ C. ACEVEDO,C. ACEVEDO,1996-04-19,Club Santos Laguna (MEX),185,7,0,acevedo carlos carlos acevedo l pez c acevedo,c acevedo
Mexico,MEX,13,GK,OCHOA Guillermo Francisco Guillermo OCHOA MAGAÑA G. OCHOA,G. OCHOA,1985-07-13,AEL Limassol (CYP),185,153,0,ochoa guillermo francisco guillermo ochoa maga a g ochoa,g ochoa
Mexico,MEX,14,FW,GONZALEZ Armando Armando GONZÁLEZ ALBA A. GONZÁLEZ,A. GONZÁLEZ,2003-04-20,CD Guadalajara (MEX),182,7,1,gonzalez armando armando gonz lez alba a gonz lez,a gonz lez
Mexico,MEX,15,DF,REYES Israel Israel REYES ROMERO I. REYES,I. REYES,2000-05-23,Club América (MEX),181,34,2,reyes israel israel reyes romero i reyes,i reyes
Mexico,MEX,16,FW,QUINONES Julian Julián Andrés QUIÑONES QUIÑONES J. QUIÑONES,J. QUIÑONES,1997-03-24,Al Qadsiah FC (KSA),177,22,2,quinones julian juli n andr s qui ones qui ones j qui ones,j qui ones
Mexico,MEX,17,MF,PINEDA Orbelin Orbelín PINEDA ALVARADO ORBELÍN,PINEDA ALVARADO ORBELÍN,1996-03-24,AEK Athens (GRE),169,92,12,pineda orbelin orbel n pineda alvarado orbel n,pineda alvarado orbel n
Mexico,MEX,18,MF,VARGAS Obed Obed Goméz VARGAS O. VARGAS,O. VARGAS,2005-08-05,Atlético De Madrid (ESP),175,6,0,vargas obed obed gom z vargas o vargas,o vargas
Mexico,MEX,19,MF,MORA Gilberto Gilberto Rafael MORA ZAMBRANO G. MORA,G. MORA,2008-10-14,Club Tijuana (MEX),175,8,0,mora gilberto gilberto rafael mora zambrano g mora,g mora
Mexico,MEX,20,DF,CHAVEZ Mateo Mateo CHÁVEZ GARCÍA M. CHÁVEZ,M. CHÁVEZ,2004-05-12,AZ Alkmaar (NED),178,10,0,chavez mateo mateo ch vez garc a m ch vez,m ch vez
Mexico,MEX,21,FW,HUERTA Cesar César Saúl HUERTA VALERA C. HUERTA,C. HUERTA,2000-12-03,RSC Anderlecht (BEL),171,26,3,huerta cesar c sar sa l huerta valera c huerta,c huerta
Mexico,MEX,22,FW,MARTINEZ Guillermo Guillermo MARTÍNEZ AYALA G. MARTÍNEZ,G. MARTÍNEZ,1995-03-15,Pumas UNAM (MEX),191,12,3,martinez guillermo guillermo mart nez ayala g mart nez,g mart nez
Mexico,MEX,23,DF,GALLARDO Jesus Jesús Daniel GALLARDO VASCONCELOS J. GALLARDO,J. GALLARDO,1994-08-15,Deportivo Toluca FC (MEX),174,122,3,gallardo jesus jes s daniel gallardo vasconcelos j gallardo,j gallardo
Mexico,MEX,24,MF,CHAVEZ Luis Luis Gerardo CHÁVEZ MAGALLÓN L. CHÁVEZ,L. CHÁVEZ,1996-01-15,FC Dynamo Moscow (RUS),178,45,5,chavez luis luis gerardo ch vez magall n l ch vez,l ch vez
Mexico,MEX,25,FW,ALVARADO Roberto Roberto Carlos ALVARADO HERNÁNDEZ R. ALVARADO,R. ALVARADO,1998-09-07,CD Guadalajara (MEX),176,68,6,alvarado roberto roberto carlos alvarado hern ndez r alvarado,r alvarado
Mexico,MEX,26,MF,GUTIERREZ Brian Brian GUTIÉRREZ B. GUTIÉRREZ,B. GUTIÉRREZ,2003-06-17,CD Guadalajara (MEX),178,7,2,gutierrez brian brian guti rrez b guti rrez,b guti rrez
Morocco,MAR,1,GK,BOUNOU Yassine Yassine BOUNOU BONO,BOUNOU BONO,1991-04-05,Al Hilal SC (KSA),192,90,0,bounou yassine yassine bounou bono,bounou bono
Morocco,MAR,2,DF,HAKIMI Achraf Achraf HAKIMI HAKIMI,HAKIMI HAKIMI,1998-11-04,Paris Saint-Germain (FRA),180,96,11,hakimi achraf achraf hakimi hakimi,hakimi hakimi
Morocco,MAR,3,DF,MAZRAOUI Noussair Noussair MAZRAOUI MAZRAOUI,MAZRAOUI MAZRAOUI,1997-11-14,Manchester United FC (ENG),183,45,2,mazraoui noussair noussair mazraoui mazraoui,mazraoui mazraoui
Morocco,MAR,4,MF,AMRABAT Sofyan Sofyan AMRABAT AMRABAT,AMRABAT AMRABAT,1996-08-21,Real Betis (ESP),185,75,0,amrabat sofyan sofyan amrabat amrabat,amrabat amrabat
Morocco,MAR,5,DF,SAADANE Marwane Marwane SAADANE SAADANE,SAADANE SAADANE,1992-01-17,Al Fateh SC (KSA),185,17,1,saadane marwane marwane saadane saadane,saadane saadane
Morocco,MAR,6,MF,BOUADDI Ayyoub Ayyoub BOUADDI BOUADDI,BOUADDI BOUADDI,2007-10-02,Lille OSC (FRA),185,3,0,bouaddi ayyoub ayyoub bouaddi bouaddi,bouaddi bouaddi
Morocco,MAR,7,MF,TALBI Chemsdine Chemsdine TALBI TALBI,TALBI TALBI,2005-05-09,Sunderland AFC (ENG),175,5,0,talbi chemsdine chemsdine talbi talbi,talbi talbi
Morocco,MAR,8,MF,OUNAHI Azzedine Azz-Eddine OUNAHI OUNAHI,OUNAHI OUNAHI,2000-04-19,Girona FC (ESP),182,49,9,ounahi azzedine azz eddine ounahi ounahi,ounahi ounahi
Morocco,MAR,9,FW,RAHIMI Souane Souane RAHIMI RAHIMI,RAHIMI RAHIMI,1996-06-02,Al Ain FC (UAE),180,37,12,rahimi souane souane rahimi rahimi,rahimi rahimi
Morocco,MAR,10,FW,DIAZ Brahim Brahim ABDELKADER DIAZ BRAHIM,ABDELKADER DIAZ BRAHIM,1999-08-03,Real Madrid C. F. (ESP),170,26,15,diaz brahim brahim abdelkader diaz brahim,abdelkader diaz brahim
Morocco,MAR,11,MF,SAIBARI Ismael Ismael SAIBARI SAIBARI,SAIBARI SAIBARI,2001-01-28,PSV Eindhoven (NED),185,30,9,saibari ismael ismael saibari saibari,saibari saibari
Morocco,MAR,12,GK,EL KAJOUI Munir Monir EL KAJOUI EL KAJOUI,EL KAJOUI EL KAJOUI,1989-05-10,RS Berkane (MAR),190,52,0,el kajoui munir monir el kajoui el kajoui,el kajoui el kajoui
Morocco,MAR,13,DF,EL OUAHDI Zakaria Zakaria EL OUAHDI EL OUAHDI,EL OUAHDI EL OUAHDI,2001-12-31,KRC Genk (BEL),171,3,0,el ouahdi zakaria zakaria el ouahdi el ouahdi,el ouahdi el ouahdi
Morocco,MAR,14,DF,DIOP Issa Issa Laye Lucas Jean DIOP ISSA,DIOP ISSA,1997-01-09,Fulham FC (ENG),194,4,0,diop issa issa laye lucas jean diop issa,diop issa
Morocco,MAR,15,MF,EL MOURABET Samir Samir EL MOURABET EL MOURABET,EL MOURABET EL MOURABET,2005-10-06,RC Strasbourg (FRA),187,4,0,el mourabet samir samir el mourabet el mourabet,el mourabet el mourabet
Morocco,MAR,16,MF,YASSINE Gessime Gessime Ben Youssef Mustapha YASSINE YASSINE,YASSINE YASSINE,2005-11-22,RC Strasbourg (FRA),172,4,0,yassine gessime gessime ben youssef mustapha yassine yassine,yassine yassine
Morocco,MAR,17,FW,SBAI Amine Mohamed Amine SBAÏ SBAÏ,SBAÏ SBAÏ,2000-11-05,Angers SCO (FRA),175,2,0,sbai amine mohamed amine sba sba,sba sba
Morocco,MAR,18,DF,RIAD Chadi Chadi RIAD RIAD,RIAD RIAD,2003-06-17,Crystal Palace FC (ENG),186,6,1,riad chadi chadi riad riad,riad riad
Morocco,MAR,19,DF,BELAMMARI Youssef Youssef BELAMMARI BELAMMARI,BELAMMARI BELAMMARI,1998-09-20,Al Ahly FC (EGY),175,18,0,belammari youssef youssef belammari belammari,belammari belammari
Morocco,MAR,20,FW,EL KAABI Ayoub Ayoub EL KAABI EL KAABI,EL KAABI EL KAABI,1993-06-25,Olympiacos FC (GRE),182,71,36,el kaabi ayoub ayoub el kaabi el kaabi,el kaabi el kaabi
Morocco,MAR,21,FW,AMAIMOUNI Ayoube Ayoube AMAIMOUNI AMAIMOUNI,AMAIMOUNI AMAIMOUNI,2004-11-30,Eintracht Frankfurt (GER),179,2,0,amaimouni ayoube ayoube amaimouni amaimouni,amaimouni amaimouni
Morocco,MAR,22,GK,TAGNAOUTI Ahmed Reda Ahmed Reda TAGNAOUTI TAGNAOUTI,TAGNAOUTI TAGNAOUTI,1996-04-05,ASFAR (MAR),194,3,0,tagnaouti ahmed reda ahmed reda tagnaouti tagnaouti,tagnaouti tagnaouti
Morocco,MAR,23,MF,EL KHANNOUSS Bilal Bilal EL KHANNOUSS EL KHANNOUSS,EL KHANNOUSS EL KHANNOUSS,2004-05-10,VfB Stuttgart (GER),180,37,3,el khannouss bilal bilal el khannouss el khannouss,el khannouss el khannouss
Morocco,MAR,24,MF,EL AYNAOUI Neil Neil Yoni EL AYNAOUI EL AYNAOUI,EL AYNAOUI EL AYNAOUI,2001-07-02,AS Roma (ITA),185,16,2,el aynaoui neil neil yoni el aynaoui el aynaoui,el aynaoui el aynaoui
Morocco,MAR,25,DF,HALHAL Redouane Redouane HALHAL HALHAL,HALHAL HALHAL,2003-03-05,KV Mechelen (BEL),189,3,0,halhal redouane redouane halhal halhal,halhal halhal
Morocco,MAR,26,DF,SALAH EDDINE Anass Anass SALAH EDDINE SALAH-EDDINE,SALAH EDDINE SALAH-EDDINE,2002-01-18,PSV Eindhoven (NED),181,9,0,salah eddine anass anass salah eddine salah eddine,salah eddine salah eddine
Netherlands,NED,1,GK,VERBRUGGEN Bart Bart VERBRUGGEN VERBRUGGEN,VERBRUGGEN VERBRUGGEN,2002-08-18,Brighton & Hove Albion FC (ENG),193,29,0,verbruggen bart bart verbruggen verbruggen,verbruggen verbruggen
Netherlands,NED,2,DF,GEERTRUIDA Lutsharel Lutsharel Emiliano GEERTRUIDA GEERTRUIDA,GEERTRUIDA GEERTRUIDA,2000-07-18,Sunderland AFC (ENG),185,21,0,geertruida lutsharel lutsharel emiliano geertruida geertruida,geertruida geertruida
Netherlands,NED,3,MF,DE ROON Marten Marten Elco DE ROON DE ROON,DE ROON DE ROON,1991-03-29,Atalanta Bergamo (ITA),186,43,1,de roon marten marten elco de roon de roon,de roon de roon
Netherlands,NED,4,DF,VAN DIJK Virgil Virgil VAN DIJK VIRGIL,VAN DIJK VIRGIL,1991-07-08,Liverpool FC (ENG),195,92,12,van dijk virgil virgil van dijk virgil,van dijk virgil
Netherlands,NED,5,DF,AKE Nathan Nathan Benjamin AKE AKÉ,AKE AKÉ,1995-02-18,Manchester City FC (ENG),180,59,5,ake nathan nathan benjamin ake ak,ake ak
Netherlands,NED,6,DF,VAN HECKE Jan Paul Jan-Paul VAN HECKE VAN HECKE,VAN HECKE VAN HECKE,2000-06-08,Brighton & Hove Albion FC (ENG),189,12,0,van hecke jan paul jan paul van hecke van hecke,van hecke van hecke
Netherlands,NED,7,MF,KLUIVERT Justin Justin Dean KLUIVERT KLUIVERT,KLUIVERT KLUIVERT,1999-05-05,AFC Bournemouth (ENG),173,12,0,kluivert justin justin dean kluivert kluivert,kluivert kluivert
Netherlands,NED,8,MF,GRAVENBERCH Ryan Ryan Jiro GRAVENBERCH GRAVENBERCH,GRAVENBERCH GRAVENBERCH,2002-05-16,Liverpool FC (ENG),190,27,1,gravenberch ryan ryan jiro gravenberch gravenberch,gravenberch gravenberch
Netherlands,NED,9,FW,WEGHORST Wout Wout François Maria WEGHORST WEGHORST,WEGHORST WEGHORST,1992-08-07,AFC Ajax (NED),197,52,14,weghorst wout wout fran ois maria weghorst weghorst,weghorst weghorst
Netherlands,NED,10,FW,DEPAY Memphis Memphis DEPAY MEMPHIS,DEPAY MEMPHIS,1994-02-13,SC Corinthians (BRA),178,109,55,depay memphis memphis depay memphis,depay memphis
Netherlands,NED,11,FW,GAKPO Cody Cody Mathès GAKPO GAKPO,GAKPO GAKPO,1999-05-07,Liverpool FC (ENG),193,50,21,gakpo cody cody math s gakpo gakpo,gakpo gakpo
Netherlands,NED,12,DF,WIEFFER Mats Mats Henrik Berne WIEFFER WIEFFER,WIEFFER WIEFFER,1999-11-16,Brighton & Hove Albion FC (ENG),189,15,1,wieffer mats mats henrik berne wieffer wieffer,wieffer wieffer
Netherlands,NED,13,GK,ROEFS Robin Robin Gerardus Petrus ROEFS ROEFS,ROEFS ROEFS,2003-01-17,Sunderland AFC (ENG),193,1,0,roefs robin robin gerardus petrus roefs roefs,roefs roefs
Netherlands,NED,14,MF,REIJNDERS Tijjani Tijjani Martinus Jan REIJNDERS REIJNDERS,REIJNDERS REIJNDERS,1998-07-29,Manchester City FC (ENG),178,32,7,reijnders tijjani tijjani martinus jan reijnders reijnders,reijnders reijnders
Netherlands,NED,15,DF,VAN DE VEN Micky Micky VAN DE VEN VAN DE VEN,VAN DE VEN VAN DE VEN,2001-04-19,Tottenham Hotspur FC (ENG),193,21,1,van de ven micky micky van de ven van de ven,van de ven van de ven
Netherlands,NED,16,MF,TIL Guus Guus Berend TIL TIL,TIL TIL,1997-12-22,PSV Eindhoven (NED),188,7,1,til guus guus berend til til,til til
Netherlands,NED,17,FW,LANG Noa Noa Noëll LANG LANG,LANG LANG,1999-06-17,Galatasaray SK (TUR),176,15,3,lang noa noa no ll lang lang,lang lang
Netherlands,NED,18,FW,MALEN Donyell Donyell MALEN MALEN,MALEN MALEN,1999-01-19,AS Roma (ITA),178,53,13,malen donyell donyell malen malen,malen malen
Netherlands,NED,19,FW,BROBBEY Brian Brian Ebenezer Adjei BROBBEY BROBBEY,BROBBEY BROBBEY,2002-02-01,Sunderland AFC (ENG),181,12,1,brobbey brian brian ebenezer adjei brobbey brobbey,brobbey brobbey
Netherlands,NED,20,MF,KOOPMEINERS Teun Teun KOOPMEINERS KOOPMEINERS,KOOPMEINERS KOOPMEINERS,1998-02-28,Juventus FC (ITA),185,28,3,koopmeiners teun teun koopmeiners koopmeiners,koopmeiners koopmeiners
Netherlands,NED,21,MF,DE JONG Frenkie Frenkie DE JONG F. DE JONG,F. DE JONG,1997-05-12,FC Barcelona (ESP),181,66,2,de jong frenkie frenkie de jong f de jong,f de jong
Netherlands,NED,22,DF,DUMFRIES Denzel Denzel Justus Morris DUMFRIES DUMFRIES,DUMFRIES DUMFRIES,1996-04-18,FC Internazionale Milano (ITA),188,72,11,dumfries denzel denzel justus morris dumfries dumfries,dumfries dumfries
Netherlands,NED,23,GK,FLEKKEN Mark Mark Maria Hubertus FLEKKEN FLEKKEN,FLEKKEN FLEKKEN,1993-06-13,Bayer 04 Leverkusen (GER),195,12,0,flekken mark mark maria hubertus flekken flekken,flekken flekken
